"gender","age_group","year","cancer_id","incidence"
"male","30-39",1971,"Soft tissues",1.04
"male","30-39",1972,"Soft tissues",1.02
"male","30-39",1973,"Soft tissues",1.69
"male","30-39",1974,"Soft tissues",0
"male","30-39",1975,"Soft tissues",1.28
"male","30-39",1976,"Soft tissues",1.52
"male","30-39",1977,"Soft tissues",0
"male","30-39",1978,"Soft tissues",0.55
"male","30-39",1979,"Soft tissues",1.6
"male","30-39",1980,"Soft tissues",1.79
"male","30-39",1981,"Soft tissues",1.25
"male","30-39",1982,"Soft tissues",1.7
"male","30-39",1983,"Soft tissues",1.64
"male","30-39",1984,"Soft tissues",0.69
"male","30-39",1985,"Soft tissues",2.29
"male","30-39",1986,"Soft tissues",0.92
"male","30-39",1987,"Soft tissues",0.93
"male","30-39",1988,"Soft tissues",2.38
"male","30-39",1989,"Soft tissues",2.19
"male","30-39",1990,"Soft tissues",1.48
"male","30-39",1991,"Soft tissues",0.99
"male","30-39",1992,"Soft tissues",2
"male","30-39",1993,"Soft tissues",0.76
"male","30-39",1994,"Soft tissues",1.01
"male","30-39",1995,"Soft tissues",0.77
"male","30-39",1996,"Soft tissues",0.77
"male","30-39",1997,"Soft tissues",2.34
"male","30-39",1998,"Soft tissues",1.31
"male","30-39",1999,"Soft tissues",1.32
"male","30-39",2000,"Soft tissues",1.07
"male","30-39",2001,"Soft tissues",1.09
"male","30-39",2002,"Soft tissues",2.23
"male","30-39",2003,"Soft tissues",2
"male","30-39",2004,"Soft tissues",1.46
"male","30-39",2005,"Soft tissues",2.08
"male","30-39",2006,"Soft tissues",1.79
"male","30-39",2007,"Soft tissues",0.6
"male","30-39",2008,"Soft tissues",0.6
"male","30-39",2009,"Soft tissues",2.41
"male","30-39",2010,"Soft tissues",1.5
"male","30-39",2011,"Soft tissues",1.19
"male","30-39",2012,"Soft tissues",0.87
"male","30-39",2013,"Soft tissues",1.99
"male","30-39",2014,"Soft tissues",0.56
"male","30-39",2015,"Soft tissues",1.39
"male","30-39",2016,"Soft tissues",2.49
"male","30-39",2017,"Soft tissues",2.21
"male","30-39",2018,"Soft tissues",1.93
"male","30-39",2019,"Soft tissues",2.19
"male","30-39",2020,"Soft tissues",1.08
"male","30-39",2021,"Soft tissues",1.34
"male","30-39",2022,"Soft tissues",0.79
"male","30-39",2023,"Soft tissues",2.87
"male","30-39",1963,"Hodgkin lymphoma",2.68
"male","30-39",1964,"Hodgkin lymphoma",3.04
"male","30-39",1965,"Hodgkin lymphoma",3.4
"male","30-39",1966,"Hodgkin lymphoma",3.08
"male","30-39",1967,"Hodgkin lymphoma",2.75
"male","30-39",1968,"Hodgkin lymphoma",5.15
"male","30-39",1969,"Hodgkin lymphoma",2.41
"male","30-39",1970,"Hodgkin lymphoma",7.31
"male","30-39",1971,"Hodgkin lymphoma",4.16
"male","30-39",1972,"Hodgkin lymphoma",2.73
"male","30-39",1973,"Hodgkin lymphoma",3.04
"male","30-39",1974,"Hodgkin lymphoma",2.64
"male","30-39",1975,"Hodgkin lymphoma",1.92
"male","30-39",1976,"Hodgkin lymphoma",3.66
"male","30-39",1977,"Hodgkin lymphoma",3.48
"male","30-39",1978,"Hodgkin lymphoma",3.88
"male","30-39",1979,"Hodgkin lymphoma",3.46
"male","30-39",1980,"Hodgkin lymphoma",3.84
"male","30-39",1981,"Hodgkin lymphoma",4.24
"male","30-39",1982,"Hodgkin lymphoma",4.37
"male","30-39",1983,"Hodgkin lymphoma",2.82
"male","30-39",1984,"Hodgkin lymphoma",2.53
"male","30-39",1985,"Hodgkin lymphoma",1.83
"male","30-39",1986,"Hodgkin lymphoma",3.91
"male","30-39",1987,"Hodgkin lymphoma",3.04
"male","30-39",1988,"Hodgkin lymphoma",2.62
"male","30-39",1989,"Hodgkin lymphoma",3.16
"male","30-39",1990,"Hodgkin lymphoma",5.18
"male","30-39",1991,"Hodgkin lymphoma",3.23
"male","30-39",1992,"Hodgkin lymphoma",3.51
"male","30-39",1993,"Hodgkin lymphoma",2.27
"male","30-39",1994,"Hodgkin lymphoma",3.29
"male","30-39",1995,"Hodgkin lymphoma",2.3
"male","30-39",1996,"Hodgkin lymphoma",3.09
"male","30-39",1997,"Hodgkin lymphoma",3.12
"male","30-39",1998,"Hodgkin lymphoma",3.92
"male","30-39",1999,"Hodgkin lymphoma",2.11
"male","30-39",2000,"Hodgkin lymphoma",2.95
"male","30-39",2001,"Hodgkin lymphoma",3.82
"male","30-39",2002,"Hodgkin lymphoma",2.51
"male","30-39",2003,"Hodgkin lymphoma",2
"male","30-39",2004,"Hodgkin lymphoma",2.93
"male","30-39",2005,"Hodgkin lymphoma",2.37
"male","30-39",2006,"Hodgkin lymphoma",3.89
"male","30-39",2007,"Hodgkin lymphoma",2.71
"male","30-39",2008,"Hodgkin lymphoma",6.04
"male","30-39",2009,"Hodgkin lymphoma",5.12
"male","30-39",2010,"Hodgkin lymphoma",5.09
"male","30-39",2011,"Hodgkin lymphoma",2.96
"male","30-39",2012,"Hodgkin lymphoma",4.95
"male","30-39",2013,"Hodgkin lymphoma",2.85
"male","30-39",2014,"Hodgkin lymphoma",2.52
"male","30-39",2015,"Hodgkin lymphoma",3.88
"male","30-39",2016,"Hodgkin lymphoma",4.7
"male","30-39",2017,"Hodgkin lymphoma",2.76
"male","30-39",2018,"Hodgkin lymphoma",3.03
"male","30-39",2019,"Hodgkin lymphoma",3.83
"male","30-39",2020,"Hodgkin lymphoma",4.6
"male","30-39",2021,"Hodgkin lymphoma",6.43
"male","30-39",2022,"Hodgkin lymphoma",3.17
"male","30-39",2023,"Hodgkin lymphoma",4.43
"male","30-39",1963,"Diffuse B lymphoma",0
"male","30-39",1964,"Diffuse B lymphoma",0
"male","30-39",1965,"Diffuse B lymphoma",0
"male","30-39",1966,"Diffuse B lymphoma",0
"male","30-39",1967,"Diffuse B lymphoma",0
"male","30-39",1968,"Diffuse B lymphoma",0
"male","30-39",1969,"Diffuse B lymphoma",0
"male","30-39",1970,"Diffuse B lymphoma",0
"male","30-39",1971,"Diffuse B lymphoma",0
"male","30-39",1972,"Diffuse B lymphoma",0
"male","30-39",1973,"Diffuse B lymphoma",0
"male","30-39",1974,"Diffuse B lymphoma",0
"male","30-39",1975,"Diffuse B lymphoma",0
"male","30-39",1976,"Diffuse B lymphoma",0.3
"male","30-39",1977,"Diffuse B lymphoma",0
"male","30-39",1978,"Diffuse B lymphoma",0
"male","30-39",1979,"Diffuse B lymphoma",0
"male","30-39",1980,"Diffuse B lymphoma",0
"male","30-39",1981,"Diffuse B lymphoma",0.25
"male","30-39",1982,"Diffuse B lymphoma",0
"male","30-39",1983,"Diffuse B lymphoma",0.23
"male","30-39",1984,"Diffuse B lymphoma",0
"male","30-39",1985,"Diffuse B lymphoma",0
"male","30-39",1986,"Diffuse B lymphoma",0
"male","30-39",1987,"Diffuse B lymphoma",0.23
"male","30-39",1988,"Diffuse B lymphoma",0
"male","30-39",1989,"Diffuse B lymphoma",0
"male","30-39",1990,"Diffuse B lymphoma",0.25
"male","30-39",1991,"Diffuse B lymphoma",0
"male","30-39",1992,"Diffuse B lymphoma",0.5
"male","30-39",1993,"Diffuse B lymphoma",0.5
"male","30-39",1994,"Diffuse B lymphoma",0.25
"male","30-39",1995,"Diffuse B lymphoma",0.77
"male","30-39",1996,"Diffuse B lymphoma",1.03
"male","30-39",1997,"Diffuse B lymphoma",0.78
"male","30-39",1998,"Diffuse B lymphoma",1.04
"male","30-39",1999,"Diffuse B lymphoma",0.26
"male","30-39",2000,"Diffuse B lymphoma",0.8
"male","30-39",2001,"Diffuse B lymphoma",0.82
"male","30-39",2002,"Diffuse B lymphoma",0.56
"male","30-39",2003,"Diffuse B lymphoma",0.86
"male","30-39",2004,"Diffuse B lymphoma",0.88
"male","30-39",2005,"Diffuse B lymphoma",0.59
"male","30-39",2006,"Diffuse B lymphoma",0.9
"male","30-39",2007,"Diffuse B lymphoma",2.71
"male","30-39",2008,"Diffuse B lymphoma",4.22
"male","30-39",2009,"Diffuse B lymphoma",3.32
"male","30-39",2010,"Diffuse B lymphoma",2.99
"male","30-39",2011,"Diffuse B lymphoma",2.07
"male","30-39",2012,"Diffuse B lymphoma",3.2
"male","30-39",2013,"Diffuse B lymphoma",1.14
"male","30-39",2014,"Diffuse B lymphoma",1.96
"male","30-39",2015,"Diffuse B lymphoma",1.39
"male","30-39",2016,"Diffuse B lymphoma",1.66
"male","30-39",2017,"Diffuse B lymphoma",1.93
"male","30-39",2018,"Diffuse B lymphoma",3.58
"male","30-39",2019,"Diffuse B lymphoma",4.65
"male","30-39",2020,"Diffuse B lymphoma",1.63
"male","30-39",2021,"Diffuse B lymphoma",2.95
"male","30-39",2022,"Diffuse B lymphoma",1.32
"male","30-39",2023,"Diffuse B lymphoma",3.39
"male","30-39",1963,"Myeloproliferative neoplasms",0.67
"male","30-39",1964,"Myeloproliferative neoplasms",1.01
"male","30-39",1965,"Myeloproliferative neoplasms",1.36
"male","30-39",1966,"Myeloproliferative neoplasms",0.69
"male","30-39",1967,"Myeloproliferative neoplasms",2.41
"male","30-39",1968,"Myeloproliferative neoplasms",1.03
"male","30-39",1969,"Myeloproliferative neoplasms",2.41
"male","30-39",1970,"Myeloproliferative neoplasms",1.74
"male","30-39",1971,"Myeloproliferative neoplasms",0.69
"male","30-39",1972,"Myeloproliferative neoplasms",1.37
"male","30-39",1973,"Myeloproliferative neoplasms",2.03
"male","30-39",1974,"Myeloproliferative neoplasms",0.66
"male","30-39",1975,"Myeloproliferative neoplasms",0.96
"male","30-39",1976,"Myeloproliferative neoplasms",2.44
"male","30-39",1977,"Myeloproliferative neoplasms",1.45
"male","30-39",1978,"Myeloproliferative neoplasms",0.55
"male","30-39",1979,"Myeloproliferative neoplasms",0.53
"male","30-39",1980,"Myeloproliferative neoplasms",1.02
"male","30-39",1981,"Myeloproliferative neoplasms",1.25
"male","30-39",1982,"Myeloproliferative neoplasms",0.97
"male","30-39",1983,"Myeloproliferative neoplasms",1.41
"male","30-39",1984,"Myeloproliferative neoplasms",1.15
"male","30-39",1985,"Myeloproliferative neoplasms",0.69
"male","30-39",1986,"Myeloproliferative neoplasms",1.84
"male","30-39",1987,"Myeloproliferative neoplasms",1.4
"male","30-39",1988,"Myeloproliferative neoplasms",1.19
"male","30-39",1989,"Myeloproliferative neoplasms",0.49
"male","30-39",1990,"Myeloproliferative neoplasms",1.48
"male","30-39",1991,"Myeloproliferative neoplasms",1.99
"male","30-39",1992,"Myeloproliferative neoplasms",1.5
"male","30-39",1993,"Myeloproliferative neoplasms",0.76
"male","30-39",1994,"Myeloproliferative neoplasms",1.01
"male","30-39",1995,"Myeloproliferative neoplasms",1.79
"male","30-39",1996,"Myeloproliferative neoplasms",1.54
"male","30-39",1997,"Myeloproliferative neoplasms",0.52
"male","30-39",1998,"Myeloproliferative neoplasms",1.83
"male","30-39",1999,"Myeloproliferative neoplasms",1.05
"male","30-39",2000,"Myeloproliferative neoplasms",1.61
"male","30-39",2001,"Myeloproliferative neoplasms",0.55
"male","30-39",2002,"Myeloproliferative neoplasms",1.95
"male","30-39",2003,"Myeloproliferative neoplasms",1.43
"male","30-39",2004,"Myeloproliferative neoplasms",0.59
"male","30-39",2005,"Myeloproliferative neoplasms",0.89
"male","30-39",2006,"Myeloproliferative neoplasms",0.6
"male","30-39",2007,"Myeloproliferative neoplasms",0.9
"male","30-39",2008,"Myeloproliferative neoplasms",1.51
"male","30-39",2009,"Myeloproliferative neoplasms",1.81
"male","30-39",2010,"Myeloproliferative neoplasms",1.8
"male","30-39",2011,"Myeloproliferative neoplasms",0.59
"male","30-39",2012,"Myeloproliferative neoplasms",1.75
"male","30-39",2013,"Myeloproliferative neoplasms",0.85
"male","30-39",2014,"Myeloproliferative neoplasms",3.07
"male","30-39",2015,"Myeloproliferative neoplasms",1.66
"male","30-39",2016,"Myeloproliferative neoplasms",3.59
"male","30-39",2017,"Myeloproliferative neoplasms",2.76
"male","30-39",2018,"Myeloproliferative neoplasms",4.4
"male","30-39",2019,"Myeloproliferative neoplasms",2.19
"male","30-39",2020,"Myeloproliferative neoplasms",3.52
"male","30-39",2021,"Myeloproliferative neoplasms",3.48
"male","30-39",2022,"Myeloproliferative neoplasms",1.85
"male","30-39",2023,"Myeloproliferative neoplasms",2.61
"male","30-39",1963,"Glioma",4.03
"male","30-39",1964,"Glioma",2.7
"male","30-39",1965,"Glioma",2.38
"male","30-39",1966,"Glioma",2.74
"male","30-39",1967,"Glioma",3.09
"male","30-39",1968,"Glioma",3.78
"male","30-39",1969,"Glioma",5.16
"male","30-39",1970,"Glioma",3.83
"male","30-39",1971,"Glioma",2.77
"male","30-39",1972,"Glioma",4.78
"male","30-39",1973,"Glioma",3.38
"male","30-39",1974,"Glioma",2.64
"male","30-39",1975,"Glioma",2.88
"male","30-39",1976,"Glioma",5.18
"male","30-39",1977,"Glioma",3.77
"male","30-39",1978,"Glioma",4.71
"male","30-39",1979,"Glioma",4.8
"male","30-39",1980,"Glioma",3.59
"male","30-39",1981,"Glioma",4.24
"male","30-39",1982,"Glioma",5.09
"male","30-39",1983,"Glioma",4.7
"male","30-39",1984,"Glioma",5.07
"male","30-39",1985,"Glioma",4.12
"male","30-39",1986,"Glioma",3.91
"male","30-39",1987,"Glioma",5.14
"male","30-39",1988,"Glioma",3.34
"male","30-39",1989,"Glioma",5.59
"male","30-39",1990,"Glioma",5.18
"male","30-39",1991,"Glioma",4.48
"male","30-39",1992,"Glioma",6.76
"male","30-39",1993,"Glioma",2.77
"male","30-39",1994,"Glioma",5.57
"male","30-39",1995,"Glioma",6.63
"male","30-39",1996,"Glioma",6.44
"male","30-39",1997,"Glioma",4.93
"male","30-39",1998,"Glioma",3.66
"male","30-39",1999,"Glioma",4.22
"male","30-39",2000,"Glioma",4.82
"male","30-39",2001,"Glioma",5.46
"male","30-39",2002,"Glioma",3.35
"male","30-39",2003,"Glioma",4.86
"male","30-39",2004,"Glioma",4.68
"male","30-39",2005,"Glioma",5.34
"male","30-39",2006,"Glioma",5.68
"male","30-39",2007,"Glioma",4.21
"male","30-39",2008,"Glioma",4.22
"male","30-39",2009,"Glioma",6.03
"male","30-39",2010,"Glioma",4.49
"male","30-39",2011,"Glioma",5.33
"male","30-39",2012,"Glioma",4.37
"male","30-39",2013,"Glioma",5.7
"male","30-39",2014,"Glioma",7.27
"male","30-39",2015,"Glioma",5.26
"male","30-39",2016,"Glioma",5.8
"male","30-39",2017,"Glioma",5.8
"male","30-39",2018,"Glioma",2.75
"male","30-39",2019,"Glioma",4.65
"male","30-39",2020,"Glioma",5.42
"male","30-39",2021,"Glioma",5.09
"male","30-39",2022,"Glioma",2.64
"male","30-39",2023,"Glioma",5.73
"male","30-39",1963,"Other brain & meninges & CNS",2.01
"male","30-39",1964,"Other brain & meninges & CNS",1.35
"male","30-39",1965,"Other brain & meninges & CNS",0.68
"male","30-39",1966,"Other brain & meninges & CNS",1.03
"male","30-39",1967,"Other brain & meninges & CNS",2.06
"male","30-39",1968,"Other brain & meninges & CNS",0.34
"male","30-39",1969,"Other brain & meninges & CNS",1.72
"male","30-39",1970,"Other brain & meninges & CNS",1.04
"male","30-39",1971,"Other brain & meninges & CNS",1.04
"male","30-39",1972,"Other brain & meninges & CNS",1.02
"male","30-39",1973,"Other brain & meninges & CNS",1.35
"male","30-39",1974,"Other brain & meninges & CNS",1.65
"male","30-39",1975,"Other brain & meninges & CNS",0.64
"male","30-39",1976,"Other brain & meninges & CNS",0.3
"male","30-39",1977,"Other brain & meninges & CNS",0.58
"male","30-39",1978,"Other brain & meninges & CNS",0.83
"male","30-39",1979,"Other brain & meninges & CNS",2.13
"male","30-39",1980,"Other brain & meninges & CNS",0.77
"male","30-39",1981,"Other brain & meninges & CNS",0.25
"male","30-39",1982,"Other brain & meninges & CNS",0.24
"male","30-39",1983,"Other brain & meninges & CNS",0.47
"male","30-39",1984,"Other brain & meninges & CNS",1.15
"male","30-39",1985,"Other brain & meninges & CNS",1.37
"male","30-39",1986,"Other brain & meninges & CNS",0.23
"male","30-39",1987,"Other brain & meninges & CNS",0.47
"male","30-39",1988,"Other brain & meninges & CNS",1.19
"male","30-39",1989,"Other brain & meninges & CNS",0.49
"male","30-39",1990,"Other brain & meninges & CNS",0.74
"male","30-39",1991,"Other brain & meninges & CNS",0.5
"male","30-39",1992,"Other brain & meninges & CNS",0.75
"male","30-39",1993,"Other brain & meninges & CNS",0.5
"male","30-39",1994,"Other brain & meninges & CNS",0.76
"male","30-39",1995,"Other brain & meninges & CNS",0.26
"male","30-39",1996,"Other brain & meninges & CNS",1.29
"male","30-39",1997,"Other brain & meninges & CNS",1.56
"male","30-39",1998,"Other brain & meninges & CNS",1.04
"male","30-39",1999,"Other brain & meninges & CNS",0
"male","30-39",2000,"Other brain & meninges & CNS",0.54
"male","30-39",2001,"Other brain & meninges & CNS",0.82
"male","30-39",2002,"Other brain & meninges & CNS",0.56
"male","30-39",2003,"Other brain & meninges & CNS",0.57
"male","30-39",2004,"Other brain & meninges & CNS",0.88
"male","30-39",2005,"Other brain & meninges & CNS",0.59
"male","30-39",2006,"Other brain & meninges & CNS",0
"male","30-39",2007,"Other brain & meninges & CNS",1.2
"male","30-39",2008,"Other brain & meninges & CNS",0.3
"male","30-39",2009,"Other brain & meninges & CNS",0.6
"male","30-39",2010,"Other brain & meninges & CNS",0.6
"male","30-39",2011,"Other brain & meninges & CNS",1.48
"male","30-39",2012,"Other brain & meninges & CNS",1.16
"male","30-39",2013,"Other brain & meninges & CNS",1.42
"male","30-39",2014,"Other brain & meninges & CNS",0.28
"male","30-39",2015,"Other brain & meninges & CNS",3.05
"male","30-39",2016,"Other brain & meninges & CNS",1.1
"male","30-39",2017,"Other brain & meninges & CNS",2.48
"male","30-39",2018,"Other brain & meninges & CNS",0.83
"male","30-39",2019,"Other brain & meninges & CNS",1.91
"male","30-39",2020,"Other brain & meninges & CNS",1.63
"male","30-39",2021,"Other brain & meninges & CNS",1.87
"male","30-39",2022,"Other brain & meninges & CNS",4.49
"male","30-39",2023,"Other brain & meninges & CNS",4.17
"male","40-49",1963,"Colon",6.21
"male","40-49",1964,"Colon",4.93
"male","40-49",1965,"Colon",5.68
"male","40-49",1966,"Colon",5.16
"male","40-49",1967,"Colon",4.27
"male","40-49",1968,"Colon",7.22
"male","40-49",1969,"Colon",5.18
"male","40-49",1970,"Colon",5.08
"male","40-49",1971,"Colon",6.11
"male","40-49",1972,"Colon",7.47
"male","40-49",1973,"Colon",4.97
"male","40-49",1974,"Colon",6.05
"male","40-49",1975,"Colon",5.35
"male","40-49",1976,"Colon",7.16
"male","40-49",1977,"Colon",6.1
"male","40-49",1978,"Colon",5.37
"male","40-49",1979,"Colon",4.28
"male","40-49",1980,"Colon",6.44
"male","40-49",1981,"Colon",6.73
"male","40-49",1982,"Colon",7.01
"male","40-49",1983,"Colon",8.35
"male","40-49",1984,"Colon",6.13
"male","40-49",1985,"Colon",8.25
"male","40-49",1986,"Colon",10.05
"male","40-49",1987,"Colon",10.41
"male","40-49",1988,"Colon",8.51
"male","40-49",1989,"Colon",8.17
"male","40-49",1990,"Colon",7.32
"male","40-49",1991,"Colon",7.11
"male","40-49",1992,"Colon",6.68
"male","40-49",1993,"Colon",9.35
"male","40-49",1994,"Colon",7.29
"male","40-49",1995,"Colon",7.71
"male","40-49",1996,"Colon",10.58
"male","40-49",1997,"Colon",8.1
"male","40-49",1998,"Colon",5.83
"male","40-49",1999,"Colon",7.42
"male","40-49",2000,"Colon",5.52
"male","40-49",2001,"Colon",7.36
"male","40-49",2002,"Colon",6.91
"male","40-49",2003,"Colon",8.49
"male","40-49",2004,"Colon",7.76
"male","40-49",2005,"Colon",8.58
"male","40-49",2006,"Colon",7.08
"male","40-49",2007,"Colon",7.38
"male","40-49",2008,"Colon",8.46
"male","40-49",2009,"Colon",10.39
"male","40-49",2010,"Colon",7.82
"male","40-49",2011,"Colon",7.12
"male","40-49",2012,"Colon",10.87
"male","40-49",2013,"Colon",7.4
"male","40-49",2014,"Colon",11.02
"male","40-49",2015,"Colon",9.96
"male","40-49",2016,"Colon",8.25
"male","40-49",2017,"Colon",12.72
"male","40-49",2018,"Colon",9.21
"male","40-49",2019,"Colon",12.75
"male","40-49",2020,"Colon",13.25
"male","40-49",2021,"Colon",8.43
"male","40-49",2022,"Colon",9.4
"male","40-49",2023,"Colon",11.63
"male","40-49",1963,"Rectum & rectosigmoid",5.38
"male","40-49",1964,"Rectum & rectosigmoid",5.75
"male","40-49",1965,"Rectum & rectosigmoid",3.65
"male","40-49",1966,"Rectum & rectosigmoid",3.57
"male","40-49",1967,"Rectum & rectosigmoid",2.72
"male","40-49",1968,"Rectum & rectosigmoid",3.8
"male","40-49",1969,"Rectum & rectosigmoid",3.7
"male","40-49",1970,"Rectum & rectosigmoid",1.81
"male","40-49",1971,"Rectum & rectosigmoid",4.31
"male","40-49",1972,"Rectum & rectosigmoid",3.2
"male","40-49",1973,"Rectum & rectosigmoid",4.97
"male","40-49",1974,"Rectum & rectosigmoid",6.05
"male","40-49",1975,"Rectum & rectosigmoid",4.63
"male","40-49",1976,"Rectum & rectosigmoid",7.51
"male","40-49",1977,"Rectum & rectosigmoid",2.87
"male","40-49",1978,"Rectum & rectosigmoid",4.65
"male","40-49",1979,"Rectum & rectosigmoid",6.42
"male","40-49",1980,"Rectum & rectosigmoid",1.43
"male","40-49",1981,"Rectum & rectosigmoid",3.9
"male","40-49",1982,"Rectum & rectosigmoid",4.91
"male","40-49",1983,"Rectum & rectosigmoid",4.87
"male","40-49",1984,"Rectum & rectosigmoid",4.77
"male","40-49",1985,"Rectum & rectosigmoid",4.62
"male","40-49",1986,"Rectum & rectosigmoid",2.51
"male","40-49",1987,"Rectum & rectosigmoid",5.95
"male","40-49",1988,"Rectum & rectosigmoid",3.12
"male","40-49",1989,"Rectum & rectosigmoid",3.54
"male","40-49",1990,"Rectum & rectosigmoid",5.23
"male","40-49",1991,"Rectum & rectosigmoid",3.3
"male","40-49",1992,"Rectum & rectosigmoid",5.93
"male","40-49",1993,"Rectum & rectosigmoid",4.79
"male","40-49",1994,"Rectum & rectosigmoid",4.23
"male","40-49",1995,"Rectum & rectosigmoid",5.61
"male","40-49",1996,"Rectum & rectosigmoid",4.47
"male","40-49",1997,"Rectum & rectosigmoid",5.48
"male","40-49",1998,"Rectum & rectosigmoid",4.61
"male","40-49",1999,"Rectum & rectosigmoid",6.68
"male","40-49",2000,"Rectum & rectosigmoid",5.77
"male","40-49",2001,"Rectum & rectosigmoid",5.58
"male","40-49",2002,"Rectum & rectosigmoid",7.16
"male","40-49",2003,"Rectum & rectosigmoid",6.18
"male","40-49",2004,"Rectum & rectosigmoid",5.17
"male","40-49",2005,"Rectum & rectosigmoid",7.54
"male","40-49",2006,"Rectum & rectosigmoid",5.24
"male","40-49",2007,"Rectum & rectosigmoid",5.8
"male","40-49",2008,"Rectum & rectosigmoid",1.85
"male","40-49",2009,"Rectum & rectosigmoid",4.79
"male","40-49",2010,"Rectum & rectosigmoid",5.13
"male","40-49",2011,"Rectum & rectosigmoid",6.85
"male","40-49",2012,"Rectum & rectosigmoid",7.53
"male","40-49",2013,"Rectum & rectosigmoid",4.55
"male","40-49",2014,"Rectum & rectosigmoid",6.38
"male","40-49",2015,"Rectum & rectosigmoid",9.38
"male","40-49",2016,"Rectum & rectosigmoid",6.78
"male","40-49",2017,"Rectum & rectosigmoid",6.21
"male","40-49",2018,"Rectum & rectosigmoid",6.53
"male","40-49",2019,"Rectum & rectosigmoid",10.38
"male","40-49",2020,"Rectum & rectosigmoid",9.13
"male","40-49",2021,"Rectum & rectosigmoid",6.69
"male","40-49",2022,"Rectum & rectosigmoid",8.83
"male","40-49",2023,"Rectum & rectosigmoid",8.31
"male","40-49",1963,"Prostate",0.83
"male","40-49",1964,"Prostate",0.41
"male","40-49",1965,"Prostate",2.03
"male","40-49",1966,"Prostate",0.79
"male","40-49",1967,"Prostate",0.78
"male","40-49",1968,"Prostate",0.76
"male","40-49",1969,"Prostate",0.37
"male","40-49",1970,"Prostate",2.18
"male","40-49",1971,"Prostate",1.08
"male","40-49",1972,"Prostate",0.36
"male","40-49",1973,"Prostate",1.06
"male","40-49",1974,"Prostate",0.36
"male","40-49",1975,"Prostate",1.43
"male","40-49",1976,"Prostate",1.07
"male","40-49",1977,"Prostate",1.08
"male","40-49",1978,"Prostate",2.86
"male","40-49",1979,"Prostate",1.07
"male","40-49",1980,"Prostate",1.43
"male","40-49",1981,"Prostate",0.71
"male","40-49",1982,"Prostate",2.1
"male","40-49",1983,"Prostate",1.74
"male","40-49",1984,"Prostate",1.02
"male","40-49",1985,"Prostate",1.65
"male","40-49",1986,"Prostate",1.26
"male","40-49",1987,"Prostate",2.08
"male","40-49",1988,"Prostate",1.42
"male","40-49",1989,"Prostate",1.09
"male","40-49",1990,"Prostate",1.05
"male","40-49",1991,"Prostate",1.27
"male","40-49",1992,"Prostate",2.47
"male","40-49",1993,"Prostate",0.96
"male","40-49",1994,"Prostate",4
"male","40-49",1995,"Prostate",2.34
"male","40-49",1996,"Prostate",1.88
"male","40-49",1997,"Prostate",3.34
"male","40-49",1998,"Prostate",6.07
"male","40-49",1999,"Prostate",4.45
"male","40-49",2000,"Prostate",4.77
"male","40-49",2001,"Prostate",8.12
"male","40-49",2002,"Prostate",3.84
"male","40-49",2003,"Prostate",13.39
"male","40-49",2004,"Prostate",11.12
"male","40-49",2005,"Prostate",13.27
"male","40-49",2006,"Prostate",18.08
"male","40-49",2007,"Prostate",11.07
"male","40-49",2008,"Prostate",11.11
"male","40-49",2009,"Prostate",17.58
"male","40-49",2010,"Prostate",18.88
"male","40-49",2011,"Prostate",11.23
"male","40-49",2012,"Prostate",13.1
"male","40-49",2013,"Prostate",16.22
"male","40-49",2014,"Prostate",13.05
"male","40-49",2015,"Prostate",13.19
"male","40-49",2016,"Prostate",12.67
"male","40-49",2017,"Prostate",13.31
"male","40-49",2018,"Prostate",13.96
"male","40-49",2019,"Prostate",8.31
"male","40-49",2020,"Prostate",8.83
"male","40-49",2021,"Prostate",7.56
"male","40-49",2022,"Prostate",9.4
"male","40-49",2023,"Prostate",10.8
"male","40-49",1963,"Testis",0.83
"male","40-49",1964,"Testis",2.05
"male","40-49",1965,"Testis",0.81
"male","40-49",1966,"Testis",0.4
"male","40-49",1967,"Testis",1.94
"male","40-49",1968,"Testis",1.14
"male","40-49",1969,"Testis",1.48
"male","40-49",1970,"Testis",1.45
"male","40-49",1971,"Testis",2.16
"male","40-49",1972,"Testis",3.56
"male","40-49",1973,"Testis",1.77
"male","40-49",1974,"Testis",2.13
"male","40-49",1975,"Testis",2.14
"male","40-49",1976,"Testis",2.5
"male","40-49",1977,"Testis",3.23
"male","40-49",1978,"Testis",2.15
"male","40-49",1979,"Testis",2.85
"male","40-49",1980,"Testis",1.07
"male","40-49",1981,"Testis",2.48
"male","40-49",1982,"Testis",2.1
"male","40-49",1983,"Testis",1.39
"male","40-49",1984,"Testis",2.39
"male","40-49",1985,"Testis",2.97
"male","40-49",1986,"Testis",2.51
"male","40-49",1987,"Testis",2.98
"male","40-49",1988,"Testis",2.84
"male","40-49",1989,"Testis",3
"male","40-49",1990,"Testis",2.61
"male","40-49",1991,"Testis",2.8
"male","40-49",1992,"Testis",2.47
"male","40-49",1993,"Testis",4.07
"male","40-49",1994,"Testis",2.35
"male","40-49",1995,"Testis",3.04
"male","40-49",1996,"Testis",2.35
"male","40-49",1997,"Testis",2.62
"male","40-49",1998,"Testis",4.86
"male","40-49",1999,"Testis",3.71
"male","40-49",2000,"Testis",3.52
"male","40-49",2001,"Testis",3.04
"male","40-49",2002,"Testis",3.07
"male","40-49",2003,"Testis",4.12
"male","40-49",2004,"Testis",4.39
