"gender","age_group","year","cancer_id","incidence"
"female","30-39",1963,"Breast",20.46
"female","30-39",1964,"Breast",17.74
"female","30-39",1965,"Breast",19.37
"female","30-39",1966,"Breast",16.44
"female","30-39",1967,"Breast",26.38
"female","30-39",1968,"Breast",19.37
"female","30-39",1969,"Breast",24.68
"female","30-39",1970,"Breast",22.43
"female","30-39",1971,"Breast",23.74
"female","30-39",1972,"Breast",18.93
"female","30-39",1973,"Breast",21.95
"female","30-39",1974,"Breast",21.19
"female","30-39",1975,"Breast",25.23
"female","30-39",1976,"Breast",32.71
"female","30-39",1977,"Breast",28.17
"female","30-39",1978,"Breast",31.09
"female","30-39",1979,"Breast",26.93
"female","30-39",1980,"Breast",26.53
"female","30-39",1981,"Breast",26.95
"female","30-39",1982,"Breast",28.07
"female","30-39",1983,"Breast",26.19
"female","30-39",1984,"Breast",34.93
"female","30-39",1985,"Breast",31.2
"female","30-39",1986,"Breast",35.74
"female","30-39",1987,"Breast",34.26
"female","30-39",1988,"Breast",33.12
"female","30-39",1989,"Breast",33.94
"female","30-39",1990,"Breast",33.04
"female","30-39",1991,"Breast",33.52
"female","30-39",1992,"Breast",38.15
"female","30-39",1993,"Breast",33.11
"female","30-39",1994,"Breast",34.35
"female","30-39",1995,"Breast",36.73
"female","30-39",1996,"Breast",31.65
"female","30-39",1997,"Breast",34.31
"female","30-39",1998,"Breast",36.93
"female","30-39",1999,"Breast",33.45
"female","30-39",2000,"Breast",40.4
"female","30-39",2001,"Breast",38.59
"female","30-39",2002,"Breast",38.85
"female","30-39",2003,"Breast",40.77
"female","30-39",2004,"Breast",37.17
"female","30-39",2005,"Breast",34.33
"female","30-39",2006,"Breast",31.56
"female","30-39",2007,"Breast",32.44
"female","30-39",2008,"Breast",32.63
"female","30-39",2009,"Breast",31.37
"female","30-39",2010,"Breast",37.22
"female","30-39",2011,"Breast",34.41
"female","30-39",2012,"Breast",34.2
"female","30-39",2013,"Breast",33.48
"female","30-39",2014,"Breast",41.47
"female","30-39",2015,"Breast",39.67
"female","30-39",2016,"Breast",42.23
"female","30-39",2017,"Breast",39.63
"female","30-39",2018,"Breast",38.69
"female","30-39",2019,"Breast",44
"female","30-39",2020,"Breast",41.62
"female","30-39",2021,"Breast",41.26
"female","30-39",2022,"Breast",43.67
"female","30-39",2023,"Breast",41.33
"female","30-39",1963,"Cervix uteri",15.76
"female","30-39",1964,"Cervix uteri",10.23
"female","30-39",1965,"Cervix uteri",14.52
"female","30-39",1966,"Cervix uteri",16.44
"female","30-39",1967,"Cervix uteri",14.77
"female","30-39",1968,"Cervix uteri",16.55
"female","30-39",1969,"Cervix uteri",13.4
"female","30-39",1970,"Cervix uteri",7.12
"female","30-39",1971,"Cervix uteri",10.63
"female","30-39",1972,"Cervix uteri",7.01
"female","30-39",1973,"Cervix uteri",6.62
"female","30-39",1974,"Cervix uteri",5.81
"female","30-39",1975,"Cervix uteri",4.65
"female","30-39",1976,"Cervix uteri",4.13
"female","30-39",1977,"Cervix uteri",4.54
"female","30-39",1978,"Cervix uteri",3.2
"female","30-39",1979,"Cervix uteri",4.21
"female","30-39",1980,"Cervix uteri",3.52
"female","30-39",1981,"Cervix uteri",5.28
"female","30-39",1982,"Cervix uteri",4.38
"female","30-39",1983,"Cervix uteri",4.74
"female","30-39",1984,"Cervix uteri",3.42
"female","30-39",1985,"Cervix uteri",3.87
"female","30-39",1986,"Cervix uteri",3.65
"female","30-39",1987,"Cervix uteri",3.94
"female","30-39",1988,"Cervix uteri",3.76
"female","30-39",1989,"Cervix uteri",3.57
"female","30-39",1990,"Cervix uteri",2.32
"female","30-39",1991,"Cervix uteri",3.64
"female","30-39",1992,"Cervix uteri",5.75
"female","30-39",1993,"Cervix uteri",7.62
"female","30-39",1994,"Cervix uteri",6.61
"female","30-39",1995,"Cervix uteri",8.52
"female","30-39",1996,"Cervix uteri",6.97
"female","30-39",1997,"Cervix uteri",8.64
"female","30-39",1998,"Cervix uteri",7.6
"female","30-39",1999,"Cervix uteri",8.23
"female","30-39",2000,"Cervix uteri",9.75
"female","30-39",2001,"Cervix uteri",8.8
"female","30-39",2002,"Cervix uteri",11.89
"female","30-39",2003,"Cervix uteri",9.52
"female","30-39",2004,"Cervix uteri",12.19
"female","30-39",2005,"Cervix uteri",8.66
"female","30-39",2006,"Cervix uteri",10.31
"female","30-39",2007,"Cervix uteri",8.5
"female","30-39",2008,"Cervix uteri",12.36
"female","30-39",2009,"Cervix uteri",10.14
"female","30-39",2010,"Cervix uteri",7.89
"female","30-39",2011,"Cervix uteri",13.14
"female","30-39",2012,"Cervix uteri",11.09
"female","30-39",2013,"Cervix uteri",12.36
"female","30-39",2014,"Cervix uteri",14.22
"female","30-39",2015,"Cervix uteri",9.99
"female","30-39",2016,"Cervix uteri",8.21
"female","30-39",2017,"Cervix uteri",12.33
"female","30-39",2018,"Cervix uteri",15.83
"female","30-39",2019,"Cervix uteri",10.78
"female","30-39",2020,"Cervix uteri",10.41
"female","30-39",2021,"Cervix uteri",21.2
"female","30-39",2022,"Cervix uteri",12.76
"female","30-39",2023,"Cervix uteri",15.64
"female","30-39",1963,"Corpus uteri",1.34
"female","30-39",1964,"Corpus uteri",0.68
"female","30-39",1965,"Corpus uteri",2.77
"female","30-39",1966,"Corpus uteri",3.5
"female","30-39",1967,"Corpus uteri",1.41
"female","30-39",1968,"Corpus uteri",1.06
"female","30-39",1969,"Corpus uteri",1.06
"female","30-39",1970,"Corpus uteri",1.78
"female","30-39",1971,"Corpus uteri",1.42
"female","30-39",1972,"Corpus uteri",1.4
"female","30-39",1973,"Corpus uteri",2.09
"female","30-39",1974,"Corpus uteri",1.37
"female","30-39",1975,"Corpus uteri",2.32
"female","30-39",1976,"Corpus uteri",0.64
"female","30-39",1977,"Corpus uteri",2.12
"female","30-39",1978,"Corpus uteri",1.74
"female","30-39",1979,"Corpus uteri",1.96
"female","30-39",1980,"Corpus uteri",1.08
"female","30-39",1981,"Corpus uteri",0.79
"female","30-39",1982,"Corpus uteri",0.52
"female","30-39",1983,"Corpus uteri",1
"female","30-39",1984,"Corpus uteri",1.22
"female","30-39",1985,"Corpus uteri",1.45
"female","30-39",1986,"Corpus uteri",1.7
"female","30-39",1987,"Corpus uteri",0.99
"female","30-39",1988,"Corpus uteri",1.51
"female","30-39",1989,"Corpus uteri",1.79
"female","30-39",1990,"Corpus uteri",2.58
"female","30-39",1991,"Corpus uteri",1.82
"female","30-39",1992,"Corpus uteri",1.57
"female","30-39",1993,"Corpus uteri",1.84
"female","30-39",1994,"Corpus uteri",2.11
"female","30-39",1995,"Corpus uteri",2.4
"female","30-39",1996,"Corpus uteri",2.68
"female","30-39",1997,"Corpus uteri",2.43
"female","30-39",1998,"Corpus uteri",1.63
"female","30-39",1999,"Corpus uteri",1.92
"female","30-39",2000,"Corpus uteri",3.34
"female","30-39",2001,"Corpus uteri",2.55
"female","30-39",2002,"Corpus uteri",1.74
"female","30-39",2003,"Corpus uteri",2.08
"female","30-39",2004,"Corpus uteri",2.13
"female","30-39",2005,"Corpus uteri",1.86
"female","30-39",2006,"Corpus uteri",1.88
"female","30-39",2007,"Corpus uteri",0.94
"female","30-39",2008,"Corpus uteri",0.95
"female","30-39",2009,"Corpus uteri",1.27
"female","30-39",2010,"Corpus uteri",1.89
"female","30-39",2011,"Corpus uteri",1.56
"female","30-39",2012,"Corpus uteri",1.85
"female","30-39",2013,"Corpus uteri",1.81
"female","30-39",2014,"Corpus uteri",2.07
"female","30-39",2015,"Corpus uteri",1.47
"female","30-39",2016,"Corpus uteri",2.64
"female","30-39",2017,"Corpus uteri",1.47
"female","30-39",2018,"Corpus uteri",3.22
"female","30-39",2019,"Corpus uteri",3.21
"female","30-39",2020,"Corpus uteri",1.73
"female","30-39",2021,"Corpus uteri",3.44
"female","30-39",2022,"Corpus uteri",3.12
"female","30-39",2023,"Corpus uteri",3.91
"female","30-39",1963,"Ovary",4.36
"female","30-39",1964,"Ovary",8.19
"female","30-39",1965,"Ovary",4.84
"female","30-39",1966,"Ovary",4.9
"female","30-39",1967,"Ovary",4.22
"female","30-39",1968,"Ovary",5.64
"female","30-39",1969,"Ovary",5.29
"female","30-39",1970,"Ovary",6.41
"female","30-39",1971,"Ovary",5.31
"female","30-39",1972,"Ovary",2.8
"female","30-39",1973,"Ovary",4.53
"female","30-39",1974,"Ovary",2.73
"female","30-39",1975,"Ovary",4.65
"female","30-39",1976,"Ovary",5.08
"female","30-39",1977,"Ovary",5.75
"female","30-39",1978,"Ovary",4.65
"female","30-39",1979,"Ovary",5.61
"female","30-39",1980,"Ovary",3.52
"female","30-39",1981,"Ovary",3.7
"female","30-39",1982,"Ovary",5.15
"female","30-39",1983,"Ovary",4.24
"female","30-39",1984,"Ovary",4.4
"female","30-39",1985,"Ovary",6.29
"female","30-39",1986,"Ovary",4.86
"female","30-39",1987,"Ovary",5.91
"female","30-39",1988,"Ovary",5.27
"female","30-39",1989,"Ovary",4.34
"female","30-39",1990,"Ovary",3.61
"female","30-39",1991,"Ovary",7.02
"female","30-39",1992,"Ovary",5.23
"female","30-39",1993,"Ovary",4.47
"female","30-39",1994,"Ovary",7.66
"female","30-39",1995,"Ovary",5.59
"female","30-39",1996,"Ovary",6.97
"female","30-39",1997,"Ovary",7.02
"female","30-39",1998,"Ovary",6.52
"female","30-39",1999,"Ovary",5.76
"female","30-39",2000,"Ovary",6.97
"female","30-39",2001,"Ovary",3.97
"female","30-39",2002,"Ovary",3.19
"female","30-39",2003,"Ovary",4.76
"female","30-39",2004,"Ovary",7.62
"female","30-39",2005,"Ovary",5.26
"female","30-39",2006,"Ovary",5
"female","30-39",2007,"Ovary",3.78
"female","30-39",2008,"Ovary",6.65
"female","30-39",2009,"Ovary",6.97
"female","30-39",2010,"Ovary",5.05
"female","30-39",2011,"Ovary",2.5
"female","30-39",2012,"Ovary",2.77
"female","30-39",2013,"Ovary",4.22
"female","30-39",2014,"Ovary",4.74
"female","30-39",2015,"Ovary",2.64
"female","30-39",2016,"Ovary",4.69
"female","30-39",2017,"Ovary",3.23
"female","30-39",2018,"Ovary",3.81
"female","30-39",2019,"Ovary",3.79
"female","30-39",2020,"Ovary",7.23
"female","30-39",2021,"Ovary",7.74
"female","30-39",2022,"Ovary",4.54
"female","30-39",2023,"Ovary",3.91
"female","30-39",1963,"Melanoma of the skin",4.7
"female","30-39",1964,"Melanoma of the skin",4.09
"female","30-39",1965,"Melanoma of the skin",3.8
"female","30-39",1966,"Melanoma of the skin",3.85
"female","30-39",1967,"Melanoma of the skin",2.11
"female","30-39",1968,"Melanoma of the skin",3.52
"female","30-39",1969,"Melanoma of the skin",0.71
"female","30-39",1970,"Melanoma of the skin",4.27
"female","30-39",1971,"Melanoma of the skin",3.9
"female","30-39",1972,"Melanoma of the skin",5.96
"female","30-39",1973,"Melanoma of the skin",2.44
"female","30-39",1974,"Melanoma of the skin",2.73
"female","30-39",1975,"Melanoma of the skin",5.64
"female","30-39",1976,"Melanoma of the skin",3.81
"female","30-39",1977,"Melanoma of the skin",5.75
"female","30-39",1978,"Melanoma of the skin",6.68
"female","30-39",1979,"Melanoma of the skin",5.89
"female","30-39",1980,"Melanoma of the skin",7.58
"female","30-39",1981,"Melanoma of the skin",10.04
"female","30-39",1982,"Melanoma of the skin",8.76
"female","30-39",1983,"Melanoma of the skin",5.74
"female","30-39",1984,"Melanoma of the skin",5.86
"female","30-39",1985,"Melanoma of the skin",6.29
"female","30-39",1986,"Melanoma of the skin",5.59
"female","30-39",1987,"Melanoma of the skin",7.39
"female","30-39",1988,"Melanoma of the skin",7.53
"female","30-39",1989,"Melanoma of the skin",7.4
"female","30-39",1990,"Melanoma of the skin",6.71
"female","30-39",1991,"Melanoma of the skin",9.09
"female","30-39",1992,"Melanoma of the skin",5.23
"female","30-39",1993,"Melanoma of the skin",6.57
"female","30-39",1994,"Melanoma of the skin",5.28
"female","30-39",1995,"Melanoma of the skin",4.79
"female","30-39",1996,"Melanoma of the skin",6.97
"female","30-39",1997,"Melanoma of the skin",9.46
"female","30-39",1998,"Melanoma of the skin",7.88
"female","30-39",1999,"Melanoma of the skin",8.23
"female","30-39",2000,"Melanoma of the skin",8.36
"female","30-39",2001,"Melanoma of the skin",7.66
"female","30-39",2002,"Melanoma of the skin",11.6
"female","30-39",2003,"Melanoma of the skin",9.23
"female","30-39",2004,"Melanoma of the skin",10.05
"female","30-39",2005,"Melanoma of the skin",8.66
"female","30-39",2006,"Melanoma of the skin",10.94
"female","30-39",2007,"Melanoma of the skin",9.45
"female","30-39",2008,"Melanoma of the skin",9.5
"female","30-39",2009,"Melanoma of the skin",12.36
"female","30-39",2010,"Melanoma of the skin",13.88
"female","30-39",2011,"Melanoma of the skin",15.02
"female","30-39",2012,"Melanoma of the skin",13.56
"female","30-39",2013,"Melanoma of the skin",19.3
"female","30-39",2014,"Melanoma of the skin",15.4
"female","30-39",2015,"Melanoma of the skin",20.86
"female","30-39",2016,"Melanoma of the skin",29.33
"female","30-39",2017,"Melanoma of the skin",20.84
"female","30-39",2018,"Melanoma of the skin",19.35
"female","30-39",2019,"Melanoma of the skin",20.69
"female","30-39",2020,"Melanoma of the skin",16.48
"female","30-39",2021,"Melanoma of the skin",15.18
"female","30-39",2022,"Melanoma of the skin",15.03
"female","30-39",2023,"Melanoma of the skin",18.15
"female","30-39",1963,"Thyroid gland",2.01
"female","30-39",1964,"Thyroid gland",2.05
"female","30-39",1965,"Thyroid gland",1.38
"female","30-39",1966,"Thyroid gland",3.15
"female","30-39",1967,"Thyroid gland",1.76
"female","30-39",1968,"Thyroid gland",2.82
"female","30-39",1969,"Thyroid gland",2.12
"female","30-39",1970,"Thyroid gland",3.56
"female","30-39",1971,"Thyroid gland",2.48
"female","30-39",1972,"Thyroid gland",5.96
"female","30-39",1973,"Thyroid gland",4.18
"female","30-39",1974,"Thyroid gland",6.15
"female","30-39",1975,"Thyroid gland",5.64
"female","30-39",1976,"Thyroid gland",3.18
"female","30-39",1977,"Thyroid gland",5.75
"female","30-39",1978,"Thyroid gland",3.78
"female","30-39",1979,"Thyroid gland",7.01
"female","30-39",1980,"Thyroid gland",6.77
"female","30-39",1981,"Thyroid gland",4.76
"female","30-39",1982,"Thyroid gland",9.53
"female","30-39",1983,"Thyroid gland",8.23
"female","30-39",1984,"Thyroid gland",7.08
"female","30-39",1985,"Thyroid gland",8.95
"female","30-39",1986,"Thyroid gland",8.51
"female","30-39",1987,"Thyroid gland",9.86
"female","30-39",1988,"Thyroid gland",8.78
"female","30-39",1989,"Thyroid gland",9.19
"female","30-39",1990,"Thyroid gland",9.55
"female","30-39",1991,"Thyroid gland",7.02
"female","30-39",1992,"Thyroid gland",12.02
"female","30-39",1993,"Thyroid gland",9.99
"female","30-39",1994,"Thyroid gland",8.98
"female","30-39",1995,"Thyroid gland",10.38
"female","30-39",1996,"Thyroid gland",15.29
"female","30-39",1997,"Thyroid gland",11.89
"female","30-39",1998,"Thyroid gland",10.86
"female","30-39",1999,"Thyroid gland",10.69
"female","30-39",2000,"Thyroid gland",8.64
"female","30-39",2001,"Thyroid gland",11.35
"female","30-39",2002,"Thyroid gland",11.02
"female","30-39",2003,"Thyroid gland",10.42
"female","30-39",2004,"Thyroid gland",10.36
"female","30-39",2005,"Thyroid gland",10.52
"female","30-39",2006,"Thyroid gland",12.5
"female","30-39",2007,"Thyroid gland",13.54
"female","30-39",2008,"Thyroid gland",12.36
"female","30-39",2009,"Thyroid gland",13.63
"female","30-39",2010,"Thyroid gland",14.19
"female","30-39",2011,"Thyroid gland",9.39
"female","30-39",2012,"Thyroid gland",16.33
"female","30-39",2013,"Thyroid gland",12.97
"female","30-39",2014,"Thyroid gland",15.4
"female","30-39",2015,"Thyroid gland",17.34
"female","30-39",2016,"Thyroid gland",16.13
"female","30-39",2017,"Thyroid gland",16.44
"female","30-39",2018,"Thyroid gland",16.41
"female","30-39",2019,"Thyroid gland",11.37
"female","30-39",2020,"Thyroid gland",13.01
"female","30-39",2021,"Thyroid gland",12.61
"female","30-39",2022,"Thyroid gland",13.89
"female","30-39",2023,"Thyroid gland",12.57
"female","30-39",1963,"Hodgkin lymphoma",2.35
"female","30-39",1964,"Hodgkin lymphoma",1.36
"female","30-39",1965,"Hodgkin lymphoma",2.07
"female","30-39",1966,"Hodgkin lymphoma",2.45
"female","30-39",1967,"Hodgkin lymphoma",2.81
"female","30-39",1968,"Hodgkin lymphoma",1.06
"female","30-39",1969,"Hodgkin lymphoma",2.82
"female","30-39",1970,"Hodgkin lymphoma",0.36
"female","30-39",1971,"Hodgkin lymphoma",1.06
"female","30-39",1972,"Hodgkin lymphoma",4.21
"female","30-39",1973,"Hodgkin lymphoma",1.05
"female","30-39",1974,"Hodgkin lymphoma",2.39
"female","30-39",1975,"Hodgkin lymphoma",1.66
"female","30-39",1976,"Hodgkin lymphoma",3.81
"female","30-39",1977,"Hodgkin lymphoma",2.12
"female","30-39",1978,"Hodgkin lymphoma",3.2
"female","30-39",1979,"Hodgkin lymphoma",1.68
"female","30-39",1980,"Hodgkin lymphoma",1.9
"female","30-39",1981,"Hodgkin lymphoma",4.49
"female","30-39",1982,"Hodgkin lymphoma",2.58
"female","30-39",1983,"Hodgkin lymphoma",2.49
"female","30-39",1984,"Hodgkin lymphoma",2.44
"female","30-39",1985,"Hodgkin lymphoma",2.66
"female","30-39",1986,"Hodgkin lymphoma",1.95
"female","30-39",1987,"Hodgkin lymphoma",2.71
"female","30-39",1988,"Hodgkin lymphoma",3.76
"female","30-39",1989,"Hodgkin lymphoma",1.79
"female","30-39",1990,"Hodgkin lymphoma",2.07
"female","30-39",1991,"Hodgkin lymphoma",3.12
"female","30-39",1992,"Hodgkin lymphoma",2.35
"female","30-39",1993,"Hodgkin lymphoma",3.94
"female","30-39",1994,"Hodgkin lymphoma",1.59
"female","30-39",1995,"Hodgkin lymphoma",2.66
"female","30-39",1996,"Hodgkin lymphoma",2.15
"female","30-39",1997,"Hodgkin lymphoma",2.43
"female","30-39",1998,"Hodgkin lymphoma",1.36
"female","30-39",1999,"Hodgkin lymphoma",2.19
"female","30-39",2000,"Hodgkin lymphoma",1.95
"female","30-39",2001,"Hodgkin lymphoma",2.27
"female","30-39",2002,"Hodgkin lymphoma",0.58
"female","30-39",2003,"Hodgkin lymphoma",3.27
"female","30-39",2004,"Hodgkin lymphoma",1.22
"female","30-39",2005,"Hodgkin lymphoma",2.17
"female","30-39",2006,"Hodgkin lymphoma",2.19
"female","30-39",2007,"Hodgkin lymphoma",3.15
"female","30-39",2008,"Hodgkin lymphoma",5.39
"female","30-39",2009,"Hodgkin lymphoma",2.85
"female","30-39",2010,"Hodgkin lymphoma",5.05
"female","30-39",2011,"Hodgkin lymphoma",2.19
"female","30-39",2012,"Hodgkin lymphoma",4.31
"female","30-39",2013,"Hodgkin lymphoma",1.81
"female","30-39",2014,"Hodgkin lymphoma",3.85
"female","30-39",2015,"Hodgkin lymphoma",3.23
"female","30-39",2016,"Hodgkin lymphoma",3.81
"female","30-39",2017,"Hodgkin lymphoma",2.94
"female","30-39",2018,"Hodgkin lymphoma",5.57
"female","30-39",2019,"Hodgkin lymphoma",4.08
"female","30-39",2020,"Hodgkin lymphoma",3.47
"female","30-39",2021,"Hodgkin lymphoma",2.58
"female","30-39",2022,"Hodgkin lymphoma",2.27
"female","30-39",2023,"Hodgkin lymphoma",5.59
"female","30-39",1963,"Myeloproliferative neoplasms",0.34
"female","30-39",1964,"Myeloproliferative neoplasms",0
"female","30-39",1965,"Myeloproliferative neoplasms",0.69
"female","30-39",1966,"Myeloproliferative neoplasms",0.7
"female","30-39",1967,"Myeloproliferative neoplasms",1.76
"female","30-39",1968,"Myeloproliferative neoplasms",1.41
"female","30-39",1969,"Myeloproliferative neoplasms",2.12
"female","30-39",1970,"Myeloproliferative neoplasms",0.36
"female","30-39",1971,"Myeloproliferative neoplasms",1.06
"female","30-39",1972,"Myeloproliferative neoplasms",0.7
"female","30-39",1973,"Myeloproliferative neoplasms",2.09
"female","30-39",1974,"Myeloproliferative neoplasms",0.68
"female","30-39",1975,"Myeloproliferative neoplasms",1
"female","30-39",1976,"Myeloproliferative neoplasms",0.95
"female","30-39",1977,"Myeloproliferative neoplasms",1.51
"female","30-39",1978,"Myeloproliferative neoplasms",0.87
"female","30-39",1979,"Myeloproliferative neoplasms",2.52
"female","30-39",1980,"Myeloproliferative neoplasms",2.17
"female","30-39",1981,"Myeloproliferative neoplasms",0.26
"female","30-39",1982,"Myeloproliferative neoplasms",1.03
"female","30-39",1983,"Myeloproliferative neoplasms",1
"female","30-39",1984,"Myeloproliferative neoplasms",0.73
"female","30-39",1985,"Myeloproliferative neoplasms",0.73
"female","30-39",1986,"Myeloproliferative neoplasms",0.49
"female","30-39",1987,"Myeloproliferative neoplasms",0.49
"female","30-39",1988,"Myeloproliferative neoplasms",1.51
"female","30-39",1989,"Myeloproliferative neoplasms",1.28
"female","30-39",1990,"Myeloproliferative neoplasms",1.03
"female","30-39",1991,"Myeloproliferative neoplasms",0.52
"female","30-39",1992,"Myeloproliferative neoplasms",1.05
"female","30-39",1993,"Myeloproliferative neoplasms",1.31
"female","30-39",1994,"Myeloproliferative neoplasms",1.32
"female","30-39",1995,"Myeloproliferative neoplasms",0.27
"female","30-39",1996,"Myeloproliferative neoplasms",1.88
"female","30-39",1997,"Myeloproliferative neoplasms",0.27
"female","30-39",1998,"Myeloproliferative neoplasms",0.27
"female","30-39",1999,"Myeloproliferative neoplasms",1.92
"female","30-39",2000,"Myeloproliferative neoplasms",0.56
"female","30-39",2001,"Myeloproliferative neoplasms",0.85
"female","30-39",2002,"Myeloproliferative neoplasms",0.29
"female","30-39",2003,"Myeloproliferative neoplasms",0.89
"female","30-39",2004,"Myeloproliferative neoplasms",2.74
"female","30-39",2005,"Myeloproliferative neoplasms",0.31
"female","30-39",2006,"Myeloproliferative neoplasms",0.31
"female","30-39",2007,"Myeloproliferative neoplasms",1.26
"female","30-39",2008,"Myeloproliferative neoplasms",0.63
"female","30-39",2009,"Myeloproliferative neoplasms",2.22
"female","30-39",2010,"Myeloproliferative neoplasms",1.26
"female","30-39",2011,"Myeloproliferative neoplasms",0.63
"female","30-39",2012,"Myeloproliferative neoplasms",1.54
"female","30-39",2013,"Myeloproliferative neoplasms",1.21
"female","30-39",2014,"Myeloproliferative neoplasms",1.78
"female","30-39",2015,"Myeloproliferative neoplasms",2.35
"female","30-39",2016,"Myeloproliferative neoplasms",2.93
"female","30-39",2017,"Myeloproliferative neoplasms",2.06
"female","30-39",2018,"Myeloproliferative neoplasms",2.64
"female","30-39",2019,"Myeloproliferative neoplasms",2.04
"female","30-39",2020,"Myeloproliferative neoplasms",2.02
"female","30-39",2021,"Myeloproliferative neoplasms",2.29
"female","30-39",2022,"Myeloproliferative neoplasms",2.27
"female","30-39",2023,"Myeloproliferative neoplasms",4.47
"female","30-39",1963,"Glioma",3.69
"female","30-39",1964,"Glioma",1.71
"female","30-39",1965,"Glioma",1.38
"female","30-39",1966,"Glioma",5.25
"female","30-39",1967,"Glioma",2.11
"female","30-39",1968,"Glioma",1.76
"female","30-39",1969,"Glioma",1.41
"female","30-39",1970,"Glioma",2.49
"female","30-39",1971,"Glioma",2.83
"female","30-39",1972,"Glioma",3.51
"female","30-39",1973,"Glioma",3.83
"female","30-39",1974,"Glioma",4.1
"female","30-39",1975,"Glioma",2.32
"female","30-39",1976,"Glioma",3.81
"female","30-39",1977,"Glioma",3.33
"female","30-39",1978,"Glioma",5.23
"female","30-39",1979,"Glioma",4.77
"female","30-39",1980,"Glioma",5.14
"female","30-39",1981,"Glioma",2.11
"female","30-39",1982,"Glioma",4.38
"female","30-39",1983,"Glioma",3.74
"female","30-39",1984,"Glioma",4.64
"female","30-39",1985,"Glioma",5.56
"female","30-39",1986,"Glioma",4.13
"female","30-39",1987,"Glioma",2.22
"female","30-39",1988,"Glioma",3.26
"female","30-39",1989,"Glioma",4.59
"female","30-39",1990,"Glioma",3.61
"female","30-39",1991,"Glioma",3.12
"female","30-39",1992,"Glioma",4.7
"female","30-39",1993,"Glioma",4.99
"female","30-39",1994,"Glioma",4.76
"female","30-39",1995,"Glioma",3.46
"female","30-39",1996,"Glioma",4.83
"female","30-39",1997,"Glioma",3.51
"female","30-39",1998,"Glioma",4.62
"female","30-39",1999,"Glioma",4.94
"female","30-39",2000,"Glioma",3.62
"female","30-39",2001,"Glioma",4.26
"female","30-39",2002,"Glioma",5.8
"female","30-39",2003,"Glioma",3.27
"female","30-39",2004,"Glioma",7.01
"female","30-39",2005,"Glioma",4.33
"female","30-39",2006,"Glioma",4.06
"female","30-39",2007,"Glioma",2.83
"female","30-39",2008,"Glioma",1.9
"female","30-39",2009,"Glioma",4.12
"female","30-39",2010,"Glioma",2.21
"female","30-39",2011,"Glioma",4.07
"female","30-39",2012,"Glioma",3.08
"female","30-39",2013,"Glioma",3.62
"female","30-39",2014,"Glioma",3.55
"female","30-39",2015,"Glioma",5.29
"female","30-39",2016,"Glioma",5.28
"female","30-39",2017,"Glioma",4.4
"female","30-39",2018,"Glioma",5.86
"female","30-39",2019,"Glioma",4.37
"female","30-39",2020,"Glioma",3.76
"female","30-39",2021,"Glioma",3.72
"female","30-39",2022,"Glioma",2.84
"female","30-39",2023,"Glioma",3.63
"female","30-39",1963,"Other brain & meninges & CNS",1.01
"female","30-39",1964,"Other brain & meninges & CNS",1.36
"female","30-39",1965,"Other brain & meninges & CNS",1.04
"female","30-39",1966,"Other brain & meninges & CNS",1.4
"female","30-39",1967,"Other brain & meninges & CNS",1.06
"female","30-39",1968,"Other brain & meninges & CNS",0.7
"female","30-39",1969,"Other brain & meninges & CNS",0
"female","30-39",1970,"Other brain & meninges & CNS",1.07
"female","30-39",1971,"Other brain & meninges & CNS",0.71
"female","30-39",1972,"Other brain & meninges & CNS",0.7
"female","30-39",1973,"Other brain & meninges & CNS",1.05
"female","30-39",1974,"Other brain & meninges & CNS",1.03
"female","30-39",1975,"Other brain & meninges & CNS",1
"female","30-39",1976,"Other brain & meninges & CNS",0
"female","30-39",1977,"Other brain & meninges & CNS",1.82
"female","30-39",1978,"Other brain & meninges & CNS",0.87
"female","30-39",1979,"Other brain & meninges & CNS",0.56
"female","30-39",1980,"Other brain & meninges & CNS",1.35
"female","30-39",1981,"Other brain & meninges & CNS",0.26
"female","30-39",1982,"Other brain & meninges & CNS",0.77
"female","30-39",1983,"Other brain & meninges & CNS",0
"female","30-39",1984,"Other brain & meninges & CNS",0
"female","30-39",1985,"Other brain & meninges & CNS",0.48
"female","30-39",1986,"Other brain & meninges & CNS",1.22
"female","30-39",1987,"Other brain & meninges & CNS",0.74
"female","30-39",1988,"Other brain & meninges & CNS",1
"female","30-39",1989,"Other brain & meninges & CNS",0.26
"female","30-39",1990,"Other brain & meninges & CNS",0
"female","30-39",1991,"Other brain & meninges & CNS",0.52
"female","30-39",1992,"Other brain & meninges & CNS",0.78
"female","30-39",1993,"Other brain & meninges & CNS",1.84
"female","30-39",1994,"Other brain & meninges & CNS",0.53
"female","30-39",1995,"Other brain & meninges & CNS",0.27
"female","30-39",1996,"Other brain & meninges & CNS",1.07
"female","30-39",1997,"Other brain & meninges & CNS",0.81
"female","30-39",1998,"Other brain & meninges & CNS",1.9
"female","30-39",1999,"Other brain & meninges & CNS",0.55
"female","30-39",2000,"Other brain & meninges & CNS",1.39
"female","30-39",2001,"Other brain & meninges & CNS",0.57
"female","30-39",2002,"Other brain & meninges & CNS",1.16
"female","30-39",2003,"Other brain & meninges & CNS",0
"female","30-39",2004,"Other brain & meninges & CNS",0.3
"female","30-39",2005,"Other brain & meninges & CNS",0.93
"female","30-39",2006,"Other brain & meninges & CNS",0.31
